Age,Gender,Sleep Duration,Quality of Sleep,Physical Activity Level,Work Hours,Screen Time,Stress Level
59,Male,7.21,Average,Low,8.24,6.83,Medium
34,Male,6.51,Average,Moderate,7.08,8.44,Medium
57,Male,7.39,Average,Low,5.98,7.81,Medium
31,Male,7.28,Good,High,7.36,5.77,Low
27,Female,6.06,Good,Low,9.62,9.79,High
50,Female,5.56,Poor,Low,8.49,9.25,High
59,Female,4.44,Poor,High,10.03,9.9,High
29,Female,6.29,Poor,Moderate,8.94,7.91,High
49,Female,4.93,Average,Moderate,9.09,5.78,Medium
41,Female,6.7,Good,Moderate,5.89,7.87,Low
31,Male,6.31,Average,High,9.06,7.41,Medium
22,Male,6.02,Good,Moderate,6.88,6.48,Low
22,Female,7.76,Average,Moderate,7.64,8.05,Low
49,Male,5.32,Poor,Low,9.41,7.07,High
50,Female,4.28,Poor,High,10.45,7.64,High
21,Female,6.23,Average,Moderate,7.45,5.93,Low
47,Female,5.61,Good,Low,8.99,6.9,High
58,Male,6.65,Good,Low,7.3,5.47,Low
34,Male,5.4,Average,Moderate,12.0,10.0,High
20,Female,7.0,Good,Moderate,7.04,7.25,Low
30,Male,5.33,Average,Moderate,10.92,8.6,Medium
53,Female,5.32,Average,High,9.0,8.39,High
35,Male,7.24,Good,Low,8.05,3.52,Low
40,Male,6.44,Average,Low,8.57,8.44,High
52,Female,5.08,Poor,Moderate,9.72,8.91,High
50,Female,5.36,Good,Moderate,9.4,10.0,Medium
53,Female,6.05,Good,Low,9.25,9.04,High
34,Female,5.13,Average,High,11.52,10.0,High
56,Male,6.15,Average,Moderate,7.49,6.19,High
51,Female,6.2,Average,Moderate,6.68,4.04,Medium
29,Male,5.4,Good,Moderate,8.6,8.0,Medium
22,Female,7.28,Average,High,7.87,5.2,Low
57,Male,5.28,Average,Low,9.37,8.64,High
44,Female,7.99,Good,Moderate,8.86,8.93,Low
57,Female,6.24,Average,Low,10.46,9.16,Medium
30,Female,5.71,Average,Moderate,8.74,6.65,Medium
43,Male,7.15,Average,High,9.7,10.0,Low
31,Male,6.54,Average,High,8.96,7.84,Low
49,Female,7.41,Good,Low,6.72,8.21,Low
28,Male,4.1,Poor,High,10.76,10.0,High
55,Female,7.12,Good,Moderate,7.65,9.29,Medium
33,Male,5.88,Average,Low,8.24,8.78,High
39,Female,6.55,Average,Moderate,7.69,10.0,Medium
33,Female,6.39,Good,Moderate,9.15,8.94,Medium
30,Male,8.12,Good,Moderate,6.4,7.99,Low
29,Male,4.27,Average,Low,10.39,9.59,High
35,Male,8.44,Good,Low,6.31,5.14,Low
46,Female,7.35,Average,Low,7.45,7.49,Low
35,Male,6.68,Good,Moderate,9.42,6.45,Medium
19,Male,4.78,Poor,Low,9.23,8.62,High
19,Male,4.49,Average,Moderate,10.79,8.99,High
20,Male,5.83,Good,Moderate,7.35,8.47,Medium
46,Male,7.26,Average,Low,7.11,9.01,High
25,Female,6.49,Average,High,6.94,5.24,Low
28,Female,7.19,Good,Moderate,9.75,9.42,Medium
29,Male,4.74,Poor,Moderate,10.42,9.91,High
49,Female,6.55,Average,Moderate,7.94,9.55,Medium
21,Male,7.81,Average,High,5.11,6.93,Low
26,Male,8.24,Good,Low,5.15,7.29,Low
41,Female,5.0,Average,Moderate,11.02,10.0,High
33,Female,6.08,Good,Low,9.35,6.73,High
34,Female,6.09,Good,Low,7.18,5.95,Medium
39,Female,5.75,Average,Moderate,7.53,7.92,Medium
24,Female,7.59,Good,High,9.63,6.85,Low
27,Female,9.0,Good,Low,7.63,6.58,Low
46,Female,5.16,Average,Low,10.19,8.59,High
53,Male,7.01,Good,Low,8.13,7.54,Medium
41,Male,6.85,Poor,Moderate,7.95,8.15,High
31,Male,6.88,Poor,Moderate,6.61,7.1,Low
31,Female,8.1,Good,Low,7.93,8.47,Low
42,Male,6.95,Good,Moderate,7.82,6.09,Low
39,Male,4.0,Good,Low,11.88,9.73,High
40,Male,4.78,Average,Low,9.73,9.5,High
49,Male,5.22,Average,Moderate,10.22,7.44,Medium
43,Female,5.6,Average,High,8.82,9.3,Medium
44,Male,6.33,Good,Moderate,8.75,8.29,Medium
29,Male,6.24,Average,Moderate,9.72,6.84,Medium
36,Male,4.31,Poor,Moderate,10.05,10.0,High
36,Male,4.57,Poor,Moderate,12.0,10.0,High
51,Male,4.0,Poor,Low,10.31,10.0,High
49,Female,4.64,Poor,Moderate,10.52,10.0,High
46,Male,7.69,Good,Low,8.97,5.85,Medium
38,Male,6.18,Average,Moderate,10.56,8.99,High
52,Male,5.36,Average,Low,10.2,9.37,High
59,Male,4.2,Good,Low,11.12,10.0,High
22,Male,5.28,Good,Low,9.8,7.47,High
29,Male,7.23,Good,High,9.4,8.71,Medium
24,Female,7.07,Poor,Low,9.08,7.94,High
58,Male,6.2,Average,Low,10.11,7.8,Medium
19,Male,6.18,Average,Low,10.78,8.8,Medium
42,Female,4.37,Average,Moderate,11.18,9.11,High
27,Female,5.57,Average,High,8.94,10.0,High
55,Male,7.17,Good,Low,8.25,9.53,Low
23,Male,5.69,Poor,Moderate,9.38,9.0,Medium
44,Female,8.45,Good,Moderate,6.32,3.9,Low
52,Male,7.95,Good,High,6.56,8.71,Low
27,Female,5.96,Poor,High,9.7,5.75,High
26,Male,6.18,Good,Moderate,9.59,6.78,Medium
37,Male,9.0,Good,Moderate,5.16,3.33,Low
54,Male,7.52,Good,Low,7.86,6.09,Low
52,Female,6.58,Poor,Moderate,10.37,10.0,High
54,Female,6.72,Good,High,7.38,8.34,Low
57,Female,6.68,Average,High,9.96,9.36,Medium
25,Female,6.48,Average,Low,7.47,7.24,Medium
48,Male,5.21,Poor,Moderate,10.22,7.75,High
33,Male,6.02,Good,High,6.84,8.02,Low
45,Female,4.78,Good,Moderate,10.99,10.0,High
23,Female,7.37,Poor,Moderate,7.37,8.51,High
49,Female,6.34,Average,Low,6.57,7.53,Medium
45,Female,7.43,Good,Low,7.0,8.41,Low
28,Male,4.97,Average,High,12.0,10.0,High
59,Female,8.21,Good,Moderate,7.47,4.25,Low
40,Male,8.06,Good,High,7.08,8.67,Low
47,Female,4.61,Average,Moderate,11.03,8.15,High
26,Male,5.89,Poor,Low,10.32,9.27,High
45,Female,6.02,Good,Moderate,10.81,10.0,High
41,Male,4.77,Average,Low,9.88,8.88,High
45,Male,6.19,Average,Low,9.52,10.0,High
41,Male,7.17,Good,High,8.4,8.11,Medium
32,Male,5.94,Average,Moderate,9.19,7.18,High
56,Male,4.44,Poor,Low,10.34,9.12,High
50,Male,7.43,Good,Low,9.49,7.84,Medium
51,Male,5.55,Average,Moderate,9.77,10.0,High
39,Male,5.68,Good,Moderate,7.86,7.23,Low
46,Male,8.52,Good,Moderate,4.0,5.88,Low
51,Female,6.98,Good,Moderate,9.17,9.0,Medium
59,Female,5.53,Good,High,8.95,5.51,Low
27,Male,5.07,Poor,High,9.75,7.71,High
47,Female,7.66,Good,High,7.83,7.55,Low
28,Female,7.58,Good,High,10.37,8.73,Medium
51,Male,5.89,Average,High,10.73,9.75,Medium
38,Male,4.99,Average,Low,9.74,9.66,High
30,Female,6.96,Average,High,8.92,9.87,Medium
42,Male,7.21,Good,Low,7.07,7.45,Medium
38,Male,6.05,Average,Moderate,9.88,9.1,High
18,Male,5.18,Average,Moderate,8.83,9.08,Medium
22,Female,6.53,Average,Low,8.69,7.16,Medium
39,Female,7.05,Good,Low,8.21,8.1,Low
24,Female,5.92,Poor,Moderate,7.82,8.1,Medium
30,Male,6.81,Good,Low,7.48,7.39,Medium
40,Male,6.93,Average,Moderate,5.46,5.8,Low
38,Male,7.87,Average,Moderate,6.67,7.7,Low
23,Male,6.0,Average,High,10.34,7.76,Medium
37,Male,5.13,Average,Moderate,12.0,9.15,High
29,Female,6.42,Average,Moderate,10.37,8.95,High
57,Male,8.53,Good,Moderate,6.01,7.82,Low
26,Female,4.38,Good,Moderate,10.61,7.3,High
45,Male,4.0,Poor,Low,10.91,10.0,High
28,Female,6.37,Poor,Low,8.38,9.99,High
49,Male,6.04,Average,High,10.13,9.41,Medium
28,Male,6.25,Average,High,8.09,6.09,Medium
41,Male,6.21,Good,High,10.53,6.88,Medium
32,Male,7.71,Average,Moderate,7.46,10.0,High
58,Female,6.45,Average,Moderate,7.15,5.19,Low
52,Male,7.48,Good,Low,7.4,6.42,Low
34,Female,4.0,Poor,Low,11.57,7.36,High
42,Female,5.87,Good,High,10.3,6.11,Low
52,Female,5.52,Average,Low,10.39,10.0,High
36,Male,4.0,Poor,Low,10.62,8.56,High
58,Male,6.62,Average,Moderate,7.76,8.71,High
48,Female,6.38,Poor,Low,10.7,8.97,High
34,Male,5.94,Poor,High,9.09,10.0,High
40,Female,6.35,Average,Low,7.29,6.61,Medium
18,Female,6.62,Good,Low,7.68,8.81,High
27,Male,7.72,Good,High,4.93,3.96,Low
25,Male,7.27,Good,High,5.78,4.87,Low
59,Female,6.89,Good,High,7.47,5.79,Medium
43,Female,9.0,Good,Low,5.05,4.6,Low
51,Male,5.65,Average,Low,8.53,5.5,Medium
36,Male,4.87,Poor,Moderate,11.05,8.21,High
31,Male,7.91,Good,High,8.14,6.23,Low
25,Female,8.74,Good,High,4.86,8.31,Low
18,Female,5.74,Average,High,11.53,9.86,Medium
42,Female,8.15,Good,Moderate,6.97,6.28,Low
41,Male,5.86,Good,Moderate,9.15,9.52,High
37,Female,7.2,Good,High,6.85,6.11,Low
47,Female,7.27,Average,High,7.37,7.61,Low
22,Female,5.74,Good,Low,11.69,10.0,Medium
20,Male,8.72,Good,Low,4.98,6.39,Low
49,Female,8.85,Good,High,6.47,6.48,Low
34,Male,5.27,Good,Low,9.08,8.51,Medium
59,Female,6.74,Good,Low,6.09,6.8,Low
22,Female,7.6,Good,High,5.56,6.68,Low
28,Male,4.24,Poor,High,11.49,10.0,High
55,Male,6.53,Good,Moderate,6.4,6.71,Low
21,Male,4.52,Average,Moderate,9.0,6.89,High
56,Female,7.3,Good,Low,8.69,8.92,Medium
36,Male,6.6,Good,Low,9.24,6.65,Medium
56,Female,6.05,Average,Moderate,9.02,8.35,Medium
40,Female,4.62,Poor,Moderate,8.97,8.5,High
34,Male,5.78,Good,Low,7.8,5.26,Low
30,Male,7.12,Poor,Moderate,6.29,5.3,Medium
44,Male,6.45,Good,Low,8.39,9.8,Medium
18,Male,7.93,Good,High,7.84,6.26,Low
19,Female,7.85,Average,Moderate,6.64,7.52,Medium
35,Female,7.8,Good,Low,8.26,5.99,Low
53,Male,5.85,Average,Moderate,11.08,7.67,High
50,Male,6.85,Good,Moderate,8.62,9.16,Medium
53,Female,5.34,Average,High,8.16,9.38,Medium
19,Female,4.99,Average,Moderate,10.11,9.1,High
21,Male,7.92,Good,Low,8.7,8.68,Medium
33,Female,5.08,Average,Moderate,9.16,10.0,Medium
21,Female,4.95,Poor,Moderate,9.26,8.18,High
26,Female,6.63,Average,Moderate,9.74,8.93,High
38,Female,6.18,Average,Low,7.1,6.63,Low
40,Female,6.28,Average,Moderate,8.96,7.15,High
19,Female,9.0,Good,Moderate,5.26,3.41,Low
20,Female,5.31,Poor,Low,9.17,7.11,High
40,Female,7.09,Good,Low,9.95,10.0,High
43,Male,6.6,Average,Low,7.82,9.91,High
24,Female,7.71,Good,Low,7.44,5.59,Low
53,Male,5.56,Poor,Moderate,10.68,10.0,High
50,Male,6.23,Good,Low,7.23,6.7,Medium
53,Male,6.64,Good,Low,9.36,10.0,Medium
21,Male,4.78,Good,Moderate,9.68,8.73,High
40,Male,4.33,Poor,Low,9.13,7.39,High
42,Female,6.48,Average,High,7.93,7.85,Medium
58,Male,8.11,Good,High,6.96,4.65,Low
43,Female,6.08,Average,Moderate,9.21,8.67,Medium
45,Male,6.24,Good,High,7.86,7.05,Low
45,Female,7.88,Good,Moderate,6.86,6.35,Low
38,Female,6.32,Good,Low,7.01,5.96,Low
27,Male,7.43,Average,Moderate,6.72,5.52,Low
44,Female,9.0,Good,Low,4.37,5.5,Low
32,Male,5.81,Good,Moderate,9.09,8.48,Medium
34,Female,6.29,Average,Low,7.7,7.07,Medium
56,Female,6.98,Average,Moderate,10.51,9.91,High
52,Male,8.29,Good,Moderate,7.17,6.88,Low
22,Female,6.36,Poor,Low,6.69,6.32,Medium
33,Female,7.38,Good,Low,6.72,5.67,Low
40,Female,6.92,Good,Low,8.92,9.86,Medium
56,Female,6.41,Good,Low,8.88,10.0,Medium
26,Female,6.0,Average,High,7.11,3.38,Low
50,Female,5.77,Good,High,8.29,7.43,Medium
52,Male,9.0,Good,High,6.77,6.48,Low
57,Female,4.65,Average,Moderate,10.8,9.8,High
41,Male,4.76,Average,High,10.93,10.0,High
41,Female,6.79,Good,Low,7.87,7.59,Medium
41,Male,6.74,Good,High,7.23,6.54,Low
36,Female,7.01,Good,Moderate,6.46,7.44,Low
56,Male,5.45,Good,High,10.69,10.0,High
42,Female,5.27,Poor,Moderate,12.0,9.49,High
48,Male,6.16,Average,Low,9.17,8.29,Medium
55,Male,7.59,Average,Low,8.53,7.91,Medium
42,Male,5.28,Average,High,8.76,10.0,Medium
44,Female,6.68,Average,High,8.29,8.01,Low
49,Female,5.89,Average,High,9.03,9.0,Medium
28,Female,4.67,Poor,Moderate,10.79,8.66,High
22,Male,4.96,Average,Low,10.13,9.78,High
50,Female,7.59,Good,Moderate,10.74,9.29,High
36,Male,5.78,Poor,Low,10.18,8.74,High
33,Female,7.99,Good,Low,8.57,7.13,Low
52,Male,6.46,Good,Low,8.86,8.52,High
28,Male,4.86,Average,Low,7.59,7.08,High
28,Male,7.07,Average,Moderate,8.47,6.48,Medium
27,Female,5.54,Good,Low,10.77,8.17,High
51,Male,6.05,Average,Low,10.62,9.75,High
22,Female,7.86,Good,Moderate,7.06,7.08,Low
40,Male,4.95,Good,Moderate,8.33,8.77,High
42,Female,5.96,Average,Moderate,8.69,8.28,High
46,Male,5.2,Poor,High,8.06,6.0,Medium
57,Male,5.07,Poor,Moderate,11.47,10.0,High
30,Male,5.93,Average,Moderate,9.61,7.44,Medium
49,Female,5.47,Good,High,8.92,9.79,Medium
51,Male,6.17,Average,Low,9.72,10.0,High
29,Male,7.27,Average,Low,9.49,7.75,Medium
41,Female,5.6,Poor,High,10.34,7.99,High
57,Female,4.74,Average,Moderate,12.0,8.6,High
38,Male,7.27,Good,Moderate,6.67,4.72,Low
46,Female,5.59,Average,Moderate,10.58,10.0,High
40,Female,8.69,Good,High,4.56,3.98,Low
50,Male,6.01,Good,Moderate,11.26,9.29,High
25,Female,6.34,Poor,Moderate,9.53,10.0,High
59,Male,4.0,Average,High,10.55,10.0,High
30,Male,5.11,Good,High,8.5,9.49,Low
22,Male,4.0,Average,Low,10.35,10.0,High
58,Female,6.85,Good,Low,7.84,9.05,Medium
27,Female,6.4,Good,High,8.86,4.67,Low
31,Male,7.26,Good,High,7.72,7.21,Low
41,Male,7.47,Good,High,6.77,5.71,Low
28,Female,7.65,Average,High,8.74,5.76,Low
20,Female,6.23,Average,Moderate,6.73,4.52,Low
46,Male,6.6,Average,Low,9.09,8.12,Medium
47,Male,7.19,Good,Moderate,8.03,5.51,Low
54,Male,5.55,Average,Moderate,9.44,8.27,Medium
24,Female,5.37,Poor,High,10.39,8.59,High
34,Male,8.35,Good,Low,5.85,8.52,Low
37,Female,4.33,Good,Moderate,9.75,9.8,High
28,Male,7.1,Average,Low,7.55,8.58,Medium
42,Female,6.91,Average,High,7.46,5.6,Low
41,Female,5.15,Poor,Low,9.57,10.0,High
19,Male,5.7,Poor,Low,10.16,10.0,High
44,Female,6.07,Good,Low,9.06,8.2,High
36,Female,6.76,Good,Moderate,8.28,5.62,Medium
46,Male,6.92,Average,Low,8.36,8.44,Medium
54,Female,6.46,Good,Low,8.14,7.24,Medium
28,Female,6.73,Average,Low,9.35,7.53,Medium
36,Male,7.29,Good,Moderate,8.39,8.23,Low
45,Female,7.24,Good,High,7.77,6.87,Low
56,Female,8.34,Good,Moderate,5.3,5.54,Low
38,Male,7.75,Good,Moderate,8.82,6.34,Medium
43,Male,6.52,Average,High,9.28,6.16,Low
39,Male,7.27,Good,High,8.41,10.0,Low
23,Female,7.01,Good,High,10.03,7.21,Medium
28,Male,6.7,Good,Low,9.13,6.65,Medium
31,Male,5.46,Average,Low,9.48,7.72,High
53,Male,6.69,Average,Low,7.7,8.65,Medium
57,Male,4.02,Poor,High,10.32,8.23,High
58,Male,7.79,Good,Moderate,7.54,7.04,Low
19,Male,6.92,Good,Moderate,9.24,7.1,Low
37,Male,6.31,Good,Low,9.86,10.0,High
39,Female,6.0,Average,Moderate,7.34,3.98,Medium
56,Female,7.29,Good,High,8.82,8.52,Low
21,Male,8.71,Good,Low,5.93,9.03,Low
46,Male,6.95,Good,Low,7.34,6.72,Low
41,Female,8.78,Good,Low,6.66,5.27,Low
18,Male,7.44,Average,Low,8.51,4.7,Low
41,Female,5.53,Average,Low,7.99,8.13,High
47,Male,7.09,Good,Moderate,8.17,9.1,Low
29,Female,6.97,Average,Low,6.08,7.94,Medium
36,Male,5.53,Average,Moderate,10.42,10.0,High
54,Female,6.01,Good,High,7.66,8.52,Medium
57,Female,5.99,Average,Moderate,9.24,6.03,Low
21,Male,6.62,Average,High,7.94,9.37,Medium
32,Female,6.16,Poor,Moderate,8.16,6.44,Medium
37,Female,6.82,Good,Moderate,5.78,5.44,Low
37,Male,7.02,Good,Moderate,6.3,7.49,Low
38,Female,8.02,Good,Low,6.89,7.34,Medium
27,Female,7.16,Good,High,6.72,5.42,Low
47,Female,5.66,Good,Low,8.96,8.83,Medium
41,Female,9.0,Good,High,5.06,2.0,Low
57,Male,5.67,Poor,High,9.0,9.62,Medium
57,Female,6.03,Average,Low,7.53,6.55,Medium
55,Female,7.22,Average,Moderate,7.21,10.0,Medium
20,Female,9.0,Good,Low,5.68,5.47,Low
46,Female,6.98,Average,Moderate,8.06,9.48,High
25,Male,5.73,Average,Low,7.08,8.33,Medium
46,Female,4.53,Poor,High,10.53,10.0,High
27,Male,4.45,Average,Moderate,9.22,9.66,High
22,Male,6.51,Average,Low,6.85,7.54,Low
28,Female,7.15,Average,High,9.33,9.5,Medium
21,Male,4.8,Good,Moderate,11.08,10.0,Medium
52,Female,6.77,Good,Moderate,8.89,7.83,Medium
57,Female,4.92,Good,High,9.82,7.91,Medium
29,Female,5.39,Good,Moderate,8.91,7.5,Medium
38,Male,7.26,Good,Low,9.52,8.2,Medium
33,Male,5.6,Average,High,9.56,9.0,Medium
31,Female,8.07,Good,Low,5.85,7.23,Low
38,Male,5.8,Average,Low,8.01,7.72,High
44,Male,7.83,Good,Moderate,7.54,8.7,Low
53,Male,9.0,Good,High,5.58,5.93,Low
18,Male,5.61,Average,Low,10.63,10.0,High
18,Female,9.0,Good,High,6.09,6.38,Low
39,Female,6.52,Good,Moderate,7.04,6.85,Medium
32,Female,5.74,Average,Low,11.49,9.04,High
37,Male,6.14,Average,Low,7.64,9.05,High
20,Female,6.02,Good,Low,7.51,8.84,Medium
31,Female,8.18,Good,Low,6.72,9.09,Low
26,Female,8.08,Good,Low,7.48,9.2,Medium
36,Male,8.07,Good,Moderate,5.85,6.16,Low
57,Male,4.94,Poor,Low,10.89,7.86,High
51,Male,6.73,Average,Low,7.68,7.66,Medium
21,Female,4.64,Good,Low,12.0,10.0,High
50,Female,7.71,Average,Low,7.69,7.27,Low
54,Female,5.92,Good,High,7.78,6.8,Low
19,Male,7.1,Good,Moderate,7.06,6.48,Low
44,Female,5.9,Good,High,9.69,10.0,High
34,Male,4.39,Average,Low,9.64,8.22,High
48,Male,7.56,Good,High,7.35,8.18,Low
58,Male,7.65,Good,Low,9.71,10.0,High
23,Female,6.67,Good,Low,9.1,9.25,Medium
48,Male,4.0,Poor,Low,11.71,9.24,High
20,Female,7.4,Average,High,9.98,8.57,Medium
57,Male,5.61,Average,Low,8.48,5.55,Medium
20,Female,7.12,Average,High,7.86,6.93,Low
50,Male,5.91,Good,Moderate,8.73,5.51,Medium
30,Female,6.03,Good,Low,8.22,9.3,High
38,Female,7.1,Poor,Moderate,7.59,5.39,Low
54,Male,5.51,Poor,Moderate,8.94,6.65,High
33,Female,6.3,Good,Low,7.91,7.1,Low
38,Female,7.11,Average,Low,7.54,6.48,Medium
30,Male,9.0,Good,Low,5.21,8.57,Low
21,Male,6.41,Average,Moderate,8.98,10.0,High
48,Female,7.51,Average,Low,6.34,6.08,Low
26,Male,5.09,Good,Moderate,11.13,10.0,High
50,Female,8.53,Good,Moderate,7.34,7.8,Low
54,Male,5.53,Good,Moderate,10.01,8.96,Medium
54,Male,6.34,Poor,Low,8.11,6.3,High
41,Male,7.11,Good,Low,7.94,6.66,Medium
42,Female,5.56,Poor,Moderate,9.29,10.0,High
58,Male,7.8,Good,Low,7.23,7.77,Low
46,Female,5.71,Average,High,7.68,7.02,Low
57,Female,7.5,Average,Moderate,7.63,7.46,Low
53,Male,7.78,Average,Low,7.61,7.53,Low
32,Male,7.19,Good,Moderate,9.54,8.6,Medium
35,Male,7.35,Average,Low,6.44,2.82,Medium
37,Male,9.0,Good,Moderate,4.58,6.48,Low
22,Male,7.0,Good,Moderate,9.18,10.0,Medium
35,Female,6.63,Good,High,6.56,7.02,Low
57,Male,6.9,Good,Moderate,9.85,9.57,High
18,Female,8.03,Good,Moderate,8.39,6.64,Low
36,Female,9.0,Good,Moderate,6.7,6.12,Low
40,Male,6.3,Average,Moderate,6.88,7.39,Medium
43,Male,5.41,Good,Low,9.4,8.85,High
46,Female,7.9,Good,Low,7.04,6.67,Low
51,Female,4.86,Poor,Moderate,10.49,10.0,High
36,Male,6.81,Average,Low,8.85,8.46,Medium
35,Female,6.87,Good,Low,7.23,7.91,Medium
19,Female,6.37,Poor,Low,9.9,8.14,High
44,Female,6.44,Good,High,9.18,9.73,Low
23,Male,4.52,Poor,Moderate,11.09,8.21,High
56,Female,5.46,Average,Low,9.27,8.49,High
23,Female,7.62,Good,Moderate,7.85,8.05,Low
23,Female,4.05,Average,Low,8.38,7.24,High
48,Male,6.4,Good,Low,9.08,8.42,Medium
58,Male,6.12,Average,Moderate,10.87,10.0,High
57,Female,4.11,Poor,Low,11.83,10.0,High
47,Female,8.53,Good,Moderate,7.27,7.06,Low
38,Female,5.26,Average,Low,10.67,8.86,High
58,Male,7.16,Average,High,9.29,9.14,Low
35,Male,5.94,Poor,Low,8.82,10.0,High
40,Female,5.49,Average,Low,10.69,10.0,High
55,Female,6.22,Good,Moderate,9.33,10.0,High
40,Female,6.07,Good,Low,9.01,8.64,Medium
45,Female,6.28,Good,Low,10.34,9.72,High
53,Female,5.56,Average,Moderate,8.61,4.65,Medium
42,Female,5.28,Poor,Moderate,8.94,8.01,High
24,Female,7.71,Good,Moderate,4.46,6.61,Low
35,Male,6.51,Good,Low,7.38,7.58,Low
37,Male,6.43,Poor,Moderate,8.04,7.5,High
22,Male,5.43,Average,Moderate,9.51,8.74,High
35,Female,8.39,Poor,High,7.15,9.63,Medium
59,Male,6.4,Good,Low,9.66,7.82,Medium
57,Female,4.23,Good,Low,9.17,9.97,High
50,Male,6.83,Good,Low,8.3,10.0,Medium
32,Male,5.58,Poor,Low,8.24,8.8,High
52,Male,7.59,Average,High,5.81,4.74,Low
18,Male,7.75,Good,High,7.64,8.29,Low
38,Male,7.61,Good,High,7.51,8.07,Low
25,Female,5.95,Good,Moderate,9.64,10.0,High
24,Female,6.36,Good,Moderate,9.34,8.31,Medium
58,Male,6.8,Average,High,7.62,4.12,Low
57,Female,7.57,Good,High,8.74,6.67,Low
57,Male,5.25,Average,Low,8.65,7.78,High
47,Male,6.61,Good,Moderate,7.12,7.01,Low
55,Male,8.74,Good,Low,6.74,7.93,Low
52,Female,5.86,Poor,Low,9.4,8.44,High
19,Male,6.47,Good,High,7.56,6.48,Low
25,Male,9.0,Good,Moderate,5.0,4.28,Low
55,Female,6.21,Average,High,9.25,8.24,Low
21,Male,4.65,Good,Moderate,10.65,9.72,High
54,Female,6.43,Good,Low,7.32,7.51,Low
38,Female,8.51,Average,Moderate,5.72,7.03,Low
30,Female,7.77,Good,Moderate,6.14,6.73,Low
26,Female,5.32,Poor,Low,7.14,4.74,Medium
46,Female,7.0,Good,High,9.64,6.75,Low
58,Female,6.29,Average,Moderate,9.0,7.71,High
41,Female,7.47,Average,Low,8.92,7.71,High
33,Female,5.76,Good,Moderate,8.87,10.0,Medium
29,Female,7.09,Good,Low,6.74,5.41,Low
19,Female,8.79,Good,Low,5.16,6.42,Low
36,Female,4.0,Poor,Moderate,9.95,10.0,High
47,Female,7.21,Average,Low,7.17,8.05,Medium
33,Female,8.08,Good,High,5.06,6.99,Low
41,Female,4.63,Average,High,9.91,10.0,High
30,Female,5.64,Poor,Low,8.67,8.73,High
22,Female,6.03,Good,Moderate,10.02,10.0,Medium
40,Female,5.62,Average,Moderate,10.02,9.15,High
55,Male,5.53,Average,Low,9.01,10.0,High
48,Male,6.05,Average,Moderate,9.52,9.24,High
34,Female,7.52,Good,High,6.17,5.26,Low
20,Female,8.29,Good,Moderate,5.19,4.39,Low
43,Male,8.06,Good,High,6.83,6.05,Low
30,Male,7.69,Good,Moderate,7.43,4.89,Medium
55,Female,8.7,Good,High,6.13,8.52,Low
39,Female,8.94,Good,High,7.69,9.61,Low
38,Male,6.7,Good,Low,9.12,9.77,High
46,Female,8.22,Good,Low,8.02,7.71,Medium
56,Male,7.01,Good,Moderate,7.33,5.57,Low
22,Female,6.24,Good,Low,9.16,7.57,Medium
31,Male,6.44,Poor,Moderate,7.31,7.89,Medium
35,Female,7.72,Average,Moderate,6.4,5.9,Low
21,Female,8.26,Good,Low,7.14,7.0,Low
50,Male,7.2,Good,Moderate,6.73,4.78,Low
56,Female,6.02,Average,Low,8.03,6.14,High
37,Male,5.91,Average,High,9.61,7.9,Low
30,Male,4.28,Average,High,9.8,10.0,High
53,Male,6.93,Average,Moderate,9.22,8.79,High
21,Female,6.85,Poor,Low,7.89,6.4,High
52,Male,5.25,Poor,High,9.54,8.14,High
25,Female,7.07,Good,Low,8.23,9.86,Medium
57,Male,7.05,Average,Low,7.79,8.53,High
53,Male,4.72,Poor,Low,10.62,7.93,High
23,Male,6.11,Average,Moderate,7.79,7.68,Medium
39,Male,8.19,Good,High,4.0,5.01,Low
23,Female,5.74,Good,Low,7.56,8.44,Medium
59,Female,6.52,Good,Low,7.93,5.83,Low
53,Female,6.69,Good,Low,8.9,7.54,High
26,Female,6.47,Poor,High,11.12,10.0,High
33,Female,7.33,Good,Low,6.96,8.03,Medium
56,Female,7.62,Poor,High,6.6,5.74,Low
55,Male,8.02,Good,Low,7.38,7.87,Low
50,Female,6.12,Average,Low,9.15,7.73,High
35,Female,7.13,Good,Low,8.18,8.3,High
29,Female,7.51,Good,Low,7.18,8.2,Medium
44,Female,6.36,Average,Moderate,6.26,5.31,Low
18,Female,5.64,Average,Low,9.6,8.18,Medium
32,Female,6.67,Good,Moderate,8.27,7.94,Low
44,Male,5.77,Good,Low,7.32,6.39,Medium
33,Male,5.65,Good,Moderate,10.05,8.12,Medium
38,Female,6.76,Average,Low,9.12,8.92,High
18,Male,6.27,Good,Low,9.4,10.0,Medium
46,Female,6.71,Average,Moderate,7.8,6.59,Medium
20,Male,4.64,Average,Moderate,10.63,8.32,High
29,Female,6.29,Average,High,7.63,6.08,Medium
45,Male,4.0,Average,High,9.34,8.4,Medium
56,Male,5.25,Average,Low,9.63,10.0,High
54,Female,6.39,Good,High,6.81,6.17,Low
48,Female,7.96,Good,Low,6.88,8.8,Low
48,Male,7.14,Good,High,7.8,6.73,Medium
50,Female,6.61,Good,Moderate,7.41,5.22,Low
50,Female,6.05,Good,Moderate,11.28,10.0,Medium
57,Female,6.2,Average,Moderate,8.08,7.44,Medium
28,Female,8.07,Good,High,7.18,8.45,Low
